time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error,e,ec
12.040001,336,336,-3.91,12,12,0,0,1,0,0.39,-0.67
12.045,281,281,-3.32,12,12,0,0,1,0,0.33,-1.17
12.049999,278,278,-3.04,14,14,0,0,1,0,0.3,-0.57
12.055,220,220,-2.55,14,14,0,0,1,0,0.26,-0.96
12.059999,208,208,-2.09,16,14,0,0,1,0,0.21,-0.93
12.065001,171,171,-1.27,16,14,0,0,1,0,0.13,-1.63
12.07,126,126,-0.87,16,16,0,0,1,0,0.09,-0.8
12.075001,71,71,-0.07,16,16,0,0,1,0,0.01,-1.6
12.08,5,5,0.57,14,14,0,0,1,0,-0.06,-1.29
12.084999,-57,-57,1.28,14,14,0,0,1,0,-0.13,-1.41
12.09,-132,-132,1.91,12,12,0,0,1,0,-0.19,-1.25
12.094999,-191,-191,2.53,12,12,0,0,1,0,-0.25,-1.24
12.1,-256,-256,3.15,10,10,0,0,1,0,-0.32,-1.25
12.105,-325,-325,3.75,10,10,0,0,1,0,-0.37,-1.19
12.110001,-388,-388,4.44,4,4,0,0,1,0,-0.44,-1.39
12.115,-491,-491,4.91,4,4,0,0,1,0,-0.49,-0.93
12.120001,-504,-504,5.21,4,4,0,0,1,0,-0.52,-0.61
12.125,-500,-500,5.26,4,4,0,0,1,0,-0.53,-0.11
12.129999,-441,-441,5.5,0,-2,0,0,1,0,-0.55,-0.48
12.135,-512,-512,5.71,0,-2,0,0,1,0,-0.57,-0.42
12.139999,-525,-525,5.82,-6,-8,0,0,1,0,-0.58,-0.21
12.145,-507,-507,5.6,-6,-8,0,0,1,0,-0.56,0.44
12.15,-403,-403,5.38,-8,-10,0,0,1,0,-0.54,0.43
12.155001,-387,-387,5.26,-8,-10,0,0,1,0,-0.53,0.25
12.16,-398,-398,4.96,-12,-14,0,0,1,0,-0.5,0.59
12.165001,-323,-323,4.36,-12,-14,0,0,1,0,-0.44,1.21
12.17,-207,-207,3.91,-14,-18,0,0,1,0,-0.39,0.89
12.174999,-210,-210,3.36,-14,-18,0,0,1,0,-0.34,1.1
12.18,-162,-162,2.84,-16,-18,0,0,1,0,-0.28,1.04
12.184999,-140,-140,2.02,-16,-18,0,0,1,0,-0.2,1.64
12.190001,-72,-72,1.5,-18,-20,0,0,1,0,-0.15,1.05
12.195,-73,-73,0.59,-18,-20,0,0,1,0,-0.06,1.81
12.200001,-19,-19,-0.03,-14,-16,0,0,1,0,0,1.25
12.205,3,3,-0.77,-14,-16,0,0,1,0,0.08,1.48
12.209999,32,32,-1.41,-12,-14,0,0,1,0,0.14,1.27
12.215,64,64,-1.89,-12,-14,0,0,1,0,0.19,0.96
12.219999,97,97,-2.5,-10,-12,0,0,1,0,0.25,1.21
12.225,116,116,-2.99,-10,-12,0,0,1,0,0.3,0.98
12.23,153,153,-3.43,-6,-8,0,0,1,0,0.34,0.89
12.235001,183,183,-3.79,-6,-8,0,0,1,0,0.38,0.72
12.24,218,218,-3.99,-6,-8,0,0,1,0,0.4,0.4
12.245001,264,264,-4.33,-6,-8,0,0,1,0,0.43,0.66
12.25,253,253,-4.76,-2,-2,0,0,1,0,0.48,0.86
12.254999,256,256,-4.87,-2,-2,0,0,1,0,0.49,0.22
12.26,306,306,-4.88,0,0,0,0,1,0,0.49,0.02
12.264999,307,307,-4.83,0,0,0,0,1,0,0.48,-0.09
12.27,305,305,-5.11,4,4,0,0,1,0,0.51,0.56
12.275,303,303,-5.13,4,4,0,0,1,0,0.51,0.04
12.280001,317,317,-4.99,6,6,0,0,1,0,0.5,-0.28
12.285,311,311,-4.65,6,6,0,0,1,0,0.46,-0.7
12.290001,324,324,-4.62,8,8,0,0,1,0,0.46,-0.05
12.295,296,296,-4.25,8,8,0,0,1,0,0.43,-0.73
12.299999,306,306,-3.88,10,8,0,0,1,0,0.39,-0.75
12.305,286,286,-3.4,10,8,0,0,1,0,0.34,-0.95
12.309999,271,271,-3.24,12,12,0,0,1,0,0.32,-0.33
12.315001,222,222,-2.67,12,12,0,0,1,0,0.27,-1.14
12.32,226,226,-2.06,12,10,0,0,1,0,0.21,-1.21
12.325001,180,180,-1.39,12,10,0,0,1,0,0.14,-1.34
12.33,127,127,-1.18,14,14,0,0,1,0,0.12,-0.42
12.334999,87,87,-0.53,14,14,0,0,1,0,0.05,-1.3
12.34,48,48,0.02,12,12,0,0,1,0,0,-1.11
12.344999,-4,-4,0.72,12,12,0,0,1,0,-0.07,-1.39
12.35,-74,-74,1.3,12,12,0,0,1,0,-0.13,-1.15
12.355,-126,-126,1.93,12,12,0,0,1,0,-0.19,-1.27
12.360001,-194,-194,2.54,10,10,0,0,1,0,-0.25,-1.22
12.365,-256,-256,3.08,10,10,0,0,1,0,-0.31,-1.09
12.370001,-306,-306,3.86,4,4,0,0,1,0,-0.39,-1.56
12.375,-434,-434,4.31,4,4,0,0,1,0,-0.43,-0.89
12.379999,-429,-429,4.76,4,4,0,0,1,0,-0.48,-0.89
12.385,-482,-482,4.86,4,4,0,0,1,0,-0.49,-0.21
12.389999,-414,-414,5.23,-2,-2,0,0,1,0,-0.52,-0.74
12.395,-522,-522,5.43,-2,-2,0,0,1,0,-0.54,-0.41
12.4,-493,-493,5.51,-4,-6,0,0,1,0,-0.55,-0.15
12.405001,-470,-470,5.24,-4,-6,0,0,1,0,-0.52,0.54
12.41,-354,-354,5.15,-10,-10,0,0,1,0,-0.51,0.18
12.415001,-397,-397,5.01,-10,-10,0,0,1,0,-0.5,0.27
12.42,-375,-375,4.78,-12,-12,0,0,1,0,-0.48,0.46
12.424999,-331,-331,4.22,-12,-12,0,0,1,0,-0.42,1.13
12.43,-207,-207,3.78,-16,-14,0,0,1,0,-0.38,0.87
12.434999,-203,-203,3.11,-16,-14,0,0,1,0,-0.31,1.33
12.440001,-132,-132,2.53,-16,-18,0,0,1,0,-0.25,1.16
12.445,-118,-118,1.68,-16,-18,0,0,1,0,-0.17,1.7
12.450001,-58,-58,1.12,-16,-16,0,0,1,0,-0.11,1.13
12.455,-53,-53,0.29,-16,-16,0,0,1,0,-0.03,1.65
12.459999,-9,-9,-0.33,-12,-14,0,0,1,0,0.03,1.25
12.465,16,16,-1.02,-12,-14,0,0,1,0,0.1,1.39
12.469999,44,44,-1.63,-10,-12,0,0,1,0,0.16,1.21
12.475,76,76,-2.19,-10,-12,0,0,1,0,0.22,1.13
12.48,105,105,-2.86,-10,-8,0,0,1,0,0.29,1.33
12.485001,124,124,-3.35,-10,-8,0,0,1,0,0.34,0.98
12.49,171,171,-3.9,-6,-6,0,0,1,0,0.39,1.09
12.495001,190,190,-4.45,-6,-6,0,0,1,0,0.45,1.11
12.5,215,215,-4.68,-6,-6,0,0,1,0,0.47,0.45
12.504999,292,292,-4.98,-6,-6,0,0,1,0,0.5,0.61
12.51,292,292,-5.44,-2,0,0,0,1,0,0.54,0.93
12.514999,285,285,-5.67,-2,0,0,0,1,0,0.57,0.45
12.52,336,336,-5.7,0,0,0,0,1,0,0.57,0.06
12.525,338,338,-5.65,0,0,0,0,1,0,0.56,-0.11
12.530001,336,336,-5.89,6,4,0,0,1,0,0.59,0.49
12.535,343,343,-6.02,6,4,0,0,1,0,0.6,0.26
12.540001,351,351,-5.95,8,4,0,0,1,0,0.6,-0.13
12.545,347,347,-5.63,8,4,0,0,1,0,0.56,-0.65
12.549999,365,365,-5.67,10,8,0,0,1,0,0.57,0.09
12.555,338,338,-5.42,10,8,0,0,1,0,0.54,-0.52
12.559999,341,341,-5.41,12,10,0,0,1,0,0.54,-0.02
12.565001,328,328,-4.87,12,10,0,0,1,0,0.49,-1.07
12.57,370,370,-4.71,14,12,0,0,1,0,0.47,-0.33
12.575001,298,298,-4.26,14,12,0,0,1,0,0.43,-0.88
12.58,320,320,-3.83,14,12,0,0,1,0,0.38,-0.86
12.584999,292,292,-3.25,14,12,0,0,1,0,0.32,-1.17
12.59,273,273,-3.06,16,14,0,0,1,0,0.31,-0.39
12.594999,210,210,-2.58,16,14,0,0,1,0,0.26,-0.96
12.6,210,210,-2.1,16,16,0,0,1,0,0.21,-0.95
12.605,173,173,-1.37,16,16,0,0,1,0,0.14,-1.45
12.610001,129,129,-1.02,16,18,0,0,1,0,0.1,-0.71
12.615,81,81,-0.26,16,18,0,0,1,0,0.03,-1.51
12.620001,24,24,0.32,16,14,0,0,1,0,-0.03,-1.16
12.625,-32,-32,1,16,14,0,0,1,0,-0.1,-1.36
12.629999,-101,-101,1.67,14,12,0,0,1,0,-0.17,-1.35
12.635,-171,-171,2.34,14,12,0,0,1,0,-0.23,-1.34
12.639999,-242,-242,3,10,10,0,0,1,0,-0.3,-1.31
12.645,-312,-312,3.59,10,10,0,0,1,0,-0.36,-1.18
12.65,-367,-367,4.37,6,6,0,0,1,0,-0.44,-1.57
12.655001,-500,-500,4.8,6,6,0,0,1,0,-0.48,-0.86
12.66,-484,-484,5.08,4,4,0,0,1,0,-0.51,-0.56
12.665001,-480,-480,5.16,4,4,0,0,1,0,-0.52,-0.15
12.67,-436,-436,5.55,-2,0,0,0,1,0,-0.55,-0.79
12.674999,-569,-569,5.97,-2,0,0,0,1,0,-0.6,-0.85
12.68,-631,-631,6.21,-8,-6,0,0,1,0,-0.62,-0.48
12.684999,-591,-591,6.07,-8,-6,0,0,1,0,-0.61,0.28
12.690001,-469,-469,6.06,-10,-10,0,0,1,0,-0.61,0.02
12.695,-501,-501,6.13,-10,-10,0,0,1,0,-0.61,-0.14
12.700001,-529,-529,6.14,-16,-16,0,0,1,0,-0.61,-0.01
12.705,-512,-512,5.76,-16,-16,0,0,1,0,-0.58,0.76
12.709999,-352,-352,5.51,-16,-18,0,0,1,0,-0.55,0.49
12.715,-385,-385,5.22,-16,-18,0,0,1,0,-0.52,0.58
12.719999,-346,-346,4.69,-20,-22,0,0,1,0,-0.47,1.06
12.725,-242,-242,3.97,-20,-22,0,0,1,0,-0.4,1.43
12.73,-164,-164,3.45,-22,-22,0,0,1,0,-0.34,1.05
12.735001,-170,-170,2.85,-22,-22,0,0,1,0,-0.29,1.19
12.74,-132,-132,2.23,-22,-22,0,0,1,0,-0.22,1.26
12.745001,-99,-99,1.52,-22,-22,0,0,1,0,-0.15,1.4
12.75,-62,-62,1.14,-20,-22,0,0,1,0,-0.11,0.77
12.754999,-62,-62,0.5,-20,-22,0,0,1,0,-0.05,1.27
12.76,-21,-21,0.01,-18,-18,0,0,1,0,0,0.98
12.764999,0,0,-0.39,-18,-18,0,0,1,0,0.04,0.8
12.77,21,21,-0.75,-16,-16,0,0,1,0,0.08,0.74
12.775,43,43,-1.06,-16,-16,0,0,1,0,0.11,0.62
12.780001,65,65,-1.5,-14,-16,0,0,1,0,0.15,0.88
12.785,80,80,-1.8,-14,-16,0,0,1,0,0.18,0.6
12.790001,111,111,-2.07,-10,-12,0,0,1,0,0.21,0.53
12.795,132,132,-2.36,-10,-12,0,0,1,0,0.24,0.58
12.799999,147,147,-2.52,-8,-10,0,0,1,0,0.25,0.33
12.805,174,174,-2.71,-8,-10,0,0,1,0,0.27,0.38
12.809999,186,186,-2.91,-4,-6,0,0,1,0,0.29,0.4
12.815001,199,199,-2.98,-4,-6,0,0,1,0,0.3,0.13
12.82,208,208,-3.01,-2,-4,0,0,1,0,0.3,0.06
12.825001,211,211,-2.95,-2,-4,0,0,1,0,0.3,-0.11
12.83,207,207,-3.1,2,0,0,0,1,0,0.31,0.31
12.834999,213,213,-2.92,2,0,0,0,1,0,0.29,-0.36
12.84,203,203,-2.72,2,0,0,0,1,0,0.27,-0.4
12.844999,190,190,-2.36,2,0,0,0,1,0,0.24,-0.72
12.85,183,183,-2.43,4,4,0,0,1,0,0.24,0.14
12.855,172,172,-2.37,4,4,0,0,1,0,0.24,-0.13
12.860001,169,169,-2.02,6,2,0,0,1,0,0.2,-0.7
12.865,156,156,-1.58,6,2,0,0,1,0,0.16,-0.88
12.870001,129,129,-1.37,8,6,0,0,1,0,0.14,-0.41
12.875,100,100,-1.05,8,6,0,0,1,0,0.11,-0.64
12.879999,82,82,-0.75,6,6,0,0,1,0,0.07,-0.61
12.885,58,58,-0.37,6,6,0,0,1,0,0.04,-0.74
12.889999,30,30,0,6,6,0,0,1,0,0,-0.75
12.895,-1,-1,0.36,6,6,0,0,1,0,-0.04,-0.71
12.9,-31,-31,0.72,6,4,0,0,1,0,-0.07,-0.72
12.905001,-62,-62,1.03,6,4,0,0,1,0,-0.1,-0.62
12.91,-88,-88,1.38,6,2,0,0,1,0,-0.14,-0.71
12.915001,-121,-121,1.64,6,2,0,0,1,0,-0.16,-0.52
12.92,-138,-138,1.94,2,2,0,0,1,0,-0.19,-0.61
12.924999,-169,-169,2.19,2,2,0,0,1,0,-0.22,-0.5
12.93,-187,-187,2.54,0,-2,0,0,1,0,-0.25,-0.69
12.934999,-228,-228,2.6,0,-2,0,0,1,0,-0.26,-0.12
12.940001,-207,-207,2.56,0,0,0,0,1,0,-0.26,0.08
12.945,-194,-194,2.5,0,0,0,0,1,0,-0.25,0.13
12.950001,-186,-186,2.65,-4,-4,0,0,1,0,-0.27,-0.32
12.955,-221,-221,2.84,-4,-4,0,0,1,0,-0.28,-0.37
12.959999,-240,-240,2.75,-2,-6,0,0,1,0,-0.27,0.18
12.965,-201,-201,2.46,-2,-6,0,0,1,0,-0.25,0.56
12.969999,-155,-155,2.48,-6,-6,0,0,1,0,-0.25,-0.03
12.975,-193,-193,2.23,-6,-6,0,0,1,0,-0.22,0.49
12.98,-146,-146,2.1,-4,-8,0,0,1,0,-0.21,0.27
12.985001,-150,-150,1.55,-4,-8,0,0,1,0,-0.15,1.1
12.99,-74,-74,1.32,-8,-8,0,0,1,0,-0.13,0.46
12.995001,-88,-88,0.89,-8,-8,0,0,1,0,-0.09,0.85
13,-47,-47,0.66,-8,-6,0,0,1,0,-0.07,0.47
13.004999,-43,-43,0.21,-8,-6,0,0,1,0,-0.02,0.89
13.01,-10,-10,-0.2,-6,-8,0,0,1,0,0.02,0.81
13.014999,11,11,-0.48,-6,-8,0,0,1,0,0.05,0.56
13.02,30,30,-0.86,-6,-8,0,0,1,0,0.09,0.76
13.025,48,48,-1.15,-6,-8,0,0,1,0,0.12,0.58
13.030001,72,72,-1.55,-2,-6,0,0,1,0,0.16,0.81
13.035,84,84,-1.83,-2,-6,0,0,1,0,0.18,0.56
13.040001,116,116,-1.97,-2,-4,0,0,1,0,0.2,0.27
13.045,138,138,-2.18,-2,-4,0,0,1,0,0.22,0.43
13.049999,147,147,-2.5,0,0,0,0,1,0,0.25,0.63
13.055,151,151,-2.69,0,0,0,0,1,0,0.27,0.37
13.059999,184,184,-2.75,0,0,0,0,1,0,0.28,0.13
13.065001,193,193,-2.86,0,0,0,0,1,0,0.29,0.22
13.07,198,198,-3.07,4,2,0,0,1,0,0.31,0.41
13.075001,208,208,-3,4,2,0,0,1,0,0.3,-0.12
13.08,210,210,-3,4,4,0,0,1,0,0.3,0
13.084999,211,211,-3.13,4,4,0,0,1,0,0.31,0.25
13.09,215,215,-3.57,6,6,0,0,1,0,0.36,0.88
13.094999,191,191,-3.63,6,6,0,0,1,0,0.36,0.11
13.1,248,248,-3.38,6,6,0,0,1,0,0.34,-0.5
13.105,237,237,-3.12,6,6,0,0,1,0,0.31,-0.51
13.110001,222,222,-3.15,10,8,0,0,1,0,0.32,0.06
13.115,220,220,-2.82,10,8,0,0,1,0,0.28,-0.66
13.120001,212,212,-2.59,10,10,0,0,1,0,0.26,-0.46
13.125,185,185,-2.36,10,10,0,0,1,0,0.24,-0.48
13.129999,170,170,-2.37,12,12,0,0,1,0,0.24,0.03
13.135,170,170,-2.11,12,12,0,0,1,0,0.21,-0.52
13.139999,156,156,-1.64,10,10,0,0,1,0,0.16,-0.94
13.145,136,136,-1.27,10,10,0,0,1,0,0.13,-0.73
13.15,101,101,-1.01,12,12,0,0,1,0,0.1,-0.51
13.155001,77,77,-0.62,12,12,0,0,1,0,0.06,-0.78
13.16,50,50,-0.36,10,8,0,0,1,0,0.04,-0.53
13.165001,27,27,-0.06,10,8,0,0,1,0,0.01,-0.59
13.17,4,4,0.33,10,8,0,0,1,0,-0.03,-0.79
13.174999,-30,-30,0.65,10,8,0,0,1,0,-0.07,-0.63
13.18,-56,-56,1,8,8,0,0,1,0,-0.1,-0.7
13.184999,-87,-87,1.24,8,8,0,0,1,0,-0.12,-0.48
13.190001,-103,-103,1.5,6,6,0,0,1,0,-0.15,-0.53
13.195,-127,-127,1.63,6,6,0,0,1,0,-0.16,-0.26
13.200001,-131,-131,1.78,4,4,0,0,1,0,-0.18,-0.3
13.205,-145,-145,1.87,4,4,0,0,1,0,-0.19,-0.17
13.209999,-149,-149,2.06,0,0,0,0,1,0,-0.21,-0.38
13.215,-171,-171,1.99,0,0,0,0,1,0,-0.2,0.14
13.219999,-148,-148,1.94,0,0,0,0,1,0,-0.19,0.09
13.225,-147,-147,1.86,0,0,0,0,1,0,-0.19,0.17
13.23,-137,-137,1.77,-2,-4,0,0,1,0,-0.18,0.17
13.235001,-131,-131,1.49,-2,-4,0,0,1,0,-0.15,0.57
13.24,-93,-93,1.32,-2,-4,0,0,1,0,-0.13,0.33
13.245001,-93,-93,1.13,-2,-4,0,0,1,0,-0.11,0.4
13.25,-78,-78,0.98,-4,-4,0,0,1,0,-0.1,0.29
13.254999,-70,-70,0.79,-4,-4,0,0,1,0,-0.08,0.37
13.26,-55,-55,0.54,-4,-4,0,0,1,0,-0.05,0.5
13.264999,-35,-35,0.21,-4,-4,0,0,1,0,-0.02,0.67
13.27,-12,-12,-0.08,-4,-4,0,0,1,0,0.01,0.58
13.275,5,5,-0.38,-4,-4,0,0,1,0,0.04,0.59
13.280001,24,24,-0.7,-2,-4,0,0,1,0,0.07,0.65
13.285,42,42,-0.96,-2,-4,0,0,1,0,0.1,0.5
13.290001,62,62,-1.31,-2,0,0,0,1,0,0.13,0.7
13.295,76,76,-1.57,-2,0,0,0,1,0,0.16,0.53
13.299999,101,101,-1.83,0,-2,0,0,1,0,0.18,0.5
13.305,119,119,-2.11,0,-2,0,0,1,0,0.21,0.56
13.309999,132,132,-2.34,2,2,0,0,1,0,0.23,0.47
13.315001,155,155,-2.46,2,2,0,0,1,0,0.25,0.23
13.32,171,171,-2.47,2,2,0,0,1,0,0.25,0.02
13.325001,176,176,-2.57,2,2,0,0,1,0,0.26,0.2
13.33,179,179,-2.8,4,4,0,0,1,0,0.28,0.47
13.334999,185,185,-2.96,4,4,0,0,1,0,0.3,0.31
13.34,203,203,-2.91,2,4,0,0,1,0,0.29,-0.1
13.344999,204,204,-2.87,2,4,0,0,1,0,0.29,-0.08
13.35,202,202,-2.92,6,6,0,0,1,0,0.29,0.1
13.355,204,204,-2.85,6,6,0,0,1,0,0.28,-0.14
13.360001,200,200,-2.77,4,6,0,0,1,0,0.28,-0.15
13.365,195,195,-2.52,4,6,0,0,1,0,0.25,-0.5
13.370001,182,182,-2.57,8,10,0,0,1,0,0.26,0.08
13.375,181,181,-2.51,8,10,0,0,1,0,0.25,-0.12
13.379999,178,178,-2.31,6,6,0,0,1,0,0.23,-0.39
13.385,163,163,-1.89,6,6,0,0,1,0,0.19,-0.83
13.389999,152,152,-1.83,10,10,0,0,1,0,0.18,-0.12
13.395,133,133,-1.56,10,10,0,0,1,0,0.16,-0.54
13.4,118,118,-1.28,8,10,0,0,1,0,0.13,-0.57
13.405001,98,98,-0.92,8,10,0,0,1,0,0.09,-0.73
13.41,73,73,-0.56,8,10,0,0,1,0,0.06,-0.72
13.415001,44,44,-0.16,8,10,0,0,1,0,0.02,-0.79
13.42,12,12,0.19,8,8,0,0,1,0,-0.02,-0.72
13.424999,-18,-18,0.51,8,8,0,0,1,0,-0.05,-0.62
13.43,-43,-43,0.84,8,6,0,0,1,0,-0.08,-0.67
13.434999,-73,-73,1.07,8,6,0,0,1,0,-0.11,-0.46
13.440001,-88,-88,1.34,6,6,0,0,1,0,-0.13,-0.53
13.445,-113,-113,1.5,6,6,0,0,1,0,-0.15,-0.33
13.450001,-122,-122,1.69,4,2,0,0,1,0,-0.17,-0.37
13.455,-138,-138,1.73,4,2,0,0,1,0,-0.17,-0.08
13.459999,-136,-136,1.8,2,2,0,0,1,0,-0.18,-0.14
13.465,-143,-143,1.85,2,2,0,0,1,0,-0.19,-0.11
13.469999,-146,-146,2.11,0,-2,0,0,1,0,-0.21,-0.52
13.475,-181,-181,2.1,0,-2,0,0,1,0,-0.21,0.03
13.48,-161,-161,1.99,-2,0,0,0,1,0,-0.2,0.21
13.485001,-145,-145,1.8,-2,0,0,0,1,0,-0.18,0.38
13.49,-125,-125,1.79,-4,-4,0,0,1,0,-0.18,0.02
13.495001,-138,-138,1.76,-4,-4,0,0,1,0,-0.18,0.06
13.5,-134,-134,1.55,-4,-4,0,0,1,0,-0.15,0.43
13.504999,-105,-105,1.37,-4,-4,0,0,1,0,-0.14,0.36
13.51,-95,-95,1.34,-6,-6,0,0,1,0,-0.13,0.05
13.514999,-103,-103,1.38,-6,-6,0,0,1,0,-0.14,-0.07
13.52,-108,-108,1.21,-4,-4,0,0,1,0,-0.12,0.34
13.525,-85,-85,1.03,-4,-4,0,0,1,0,-0.1,0.34
13.530001,-73,-73,0.98,-4,-6,0,0,1,0,-0.1,0.1
13.535,-74,-74,1.08,-4,-6,0,0,1,0,-0.11,-0.19
13.540001,-86,-86,1.05,-4,-4,0,0,1,0,-0.1,0.07
13.545,-80,-80,0.95,-4,-4,0,0,1,0,-0.1,0.19
13.549999,-70,-70,0.99,-4,-6,0,0,1,0,-0.1,-0.09
13.555,-78,-78,1.15,-4,-6,0,0,1,0,-0.11,-0.31
13.559999,-92,-92,1.2,-2,-4,0,0,1,0,-0.12,-0.1
13.565001,-94,-94,1.19,-2,-4,0,0,1,0,-0.12,0.01
13.57,-92,-92,1.34,-4,-6,0,0,1,0,-0.13,-0.29
13.575001,-108,-108,1.59,-4,-6,0,0,1,0,-0.16,-0.51
13.58,-134,-134,1.69,-4,-4,0,0,1,0,-0.17,-0.2
13.584999,-135,-135,1.74,-4,-4,0,0,1,0,-0.17,-0.09
13.59,-137,-137,2,-6,-6,0,0,1,0,-0.2,-0.52
13.594999,-171,-171,2.3,-6,-6,0,0,1,0,-0.23,-0.6
13.6,-202,-202,2.43,-4,-6,0,0,1,0,-0.24,-0.25
13.605,-198,-198,2.46,-4,-6,0,0,1,0,-0.25,-0.05
13.610001,-192,-192,2.85,-8,-8,0,0,1,0,-0.28,-0.79
13.615,-263,-263,3.16,-8,-8,0,0,1,0,-0.32,-0.62
13.620001,-284,-284,3.29,-8,-6,0,0,1,0,-0.33,-0.27
13.625,-275,-275,3.16,-8,-6,0,0,1,0,-0.32,0.26
13.629999,-226,-226,3.45,-12,-12,0,0,1,0,-0.34,-0.57
13.635,-310,-310,3.57,-12,-12,0,0,1,0,-0.36,-0.25
13.639999,-298,-298,3.75,-10,-10,0,0,1,0,-0.37,-0.35
13.645,-323,-323,3.48,-10,-10,0,0,1,0,-0.35,0.54
13.65,-220,-220,3.63,-14,-12,0,0,1,0,-0.36,-0.3
13.655001,-307,-307,3.43,-14,-12,0,0,1,0,-0.34,0.39
13.66,-234,-234,3.45,-12,-14,0,0,1,0,-0.34,-0.03
13.665001,-269,-269,3.1,-12,-14,0,0,1,0,-0.31,0.68
13.67,-182,-182,3.15,-14,-14,0,0,1,0,-0.31,-0.09
13.674999,-250,-250,2.93,-14,-14,0,0,1,0,-0.29,0.43
13.68,-197,-197,2.83,-12,-14,0,0,1,0,-0.28,0.21
13.684999,-206,-206,2.42,-12,-14,0,0,1,0,-0.24,0.82
13.690001,-131,-131,2.39,-14,-16,0,0,1,0,-0.24,0.07
13.695,-181,-181,1.97,-14,-16,0,0,1,0,-0.2,0.83
13.700001,-105,-105,1.74,-12,-14,0,0,1,0,-0.17,0.47
13.705,-115,-115,1.35,-12,-14,0,0,1,0,-0.13,0.78
13.709999,-73,-73,1.15,-12,-14,0,0,1,0,-0.11,0.4
13.715,-79,-79,0.78,-12,-14,0,0,1,0,-0.08,0.73
13.719999,-44,-44,0.51,-10,-12,0,0,1,0,-0.05,0.55
13.725,-32,-32,0.24,-10,-12,0,0,1,0,-0.02,0.54
13.73,-15,-15,-0.03,-10,-10,0,0,1,0,0,0.54
13.735001,2,2,-0.25,-10,-10,0,0,1,0,0.03,0.44
13.74,17,17,-0.58,-10,-10,0,0,1,0,0.06,0.65
13.745001,35,35,-0.82,-10,-10,0,0,1,0,0.08,0.49
13.75,54,54,-1.14,-6,-6,0,0,1,0,0.11,0.63
13.754999,69,69,-1.37,-6,-6,0,0,1,0,0.14,0.46
13.76,91,91,-1.54,-6,-6,0,0,1,0,0.15,0.34
13.764999,107,107,-1.67,-6,-6,0,0,1,0,0.17,0.28
13.77,117,117,-1.8,-2,-2,0,0,1,0,0.18,0.25
13.775,126,126,-1.91,-2,-2,0,0,1,0,0.19,0.22
13.780001,134,134,-1.96,-2,-2,0,0,1,0,0.2,0.11
13.785,140,140,-2.01,-2,-2,0,0,1,0,0.2,0.1
13.790001,144,144,-2.15,2,0,0,0,1,0,0.21,0.27
13.795,150,150,-2.09,2,0,0,0,1,0,0.21,-0.11
13.799999,151,151,-2,2,0,0,0,1,0,0.2,-0.18
13.805,144,144,-2,2,0,0,0,1,0,0.2,0
13.809999,145,145,-2.25,6,4,0,0,1,0,0.22,0.48
13.815001,147,147,-2.35,6,4,0,0,1,0,0.23,0.2
13.82,164,164,-2.23,4,2,0,0,1,0,0.22,-0.23
13.825001,159,159,-2.09,4,2,0,0,1,0,0.21,-0.28
13.83,150,150,-2.2,8,6,0,0,1,0,0.22,0.22
13.834999,154,154,-2.08,8,6,0,0,1,0,0.21,-0.25
13.84,149,149,-1.95,6,6,0,0,1,0,0.2,-0.26
13.844999,140,140,-1.78,6,6,0,0,1,0,0.18,-0.33
13.85,129,129,-1.74,8,6,0,0,1,0,0.17,-0.09
13.855,126,126,-1.65,8,6,0,0,1,0,0.16,-0.18
13.860001,120,120,-1.44,6,6,0,0,1,0,0.14,-0.41
13.865,105,105,-1.33,6,6,0,0,1,0,0.13,-0.22
13.870001,98,98,-1.26,8,8,0,0,1,0,0.13,-0.15
13.875,93,93,-1.17,8,8,0,0,1,0,0.12,-0.16
13.879999,87,87,-1.06,8,6,0,0,1,0,0.11,-0.23
13.885,78,78,-0.96,8,6,0,0,1,0,0.1,-0.19
13.889999,71,71,-0.89,8,6,0,0,1,0,0.09,-0.15
13.895,66,66,-0.88,8,6,0,0,1,0,0.09,-0.01
13.9,66,66,-0.79,8,6,0,0,1,0,0.08,-0.19
13.905001,59,59,-0.77,8,6,0,0,1,0,0.08,-0.04
13.91,58,58,-0.73,6,6,0,0,1,0,0.07,-0.08
13.915001,55,55,-0.73,6,6,0,0,1,0,0.07,-0.01
13.92,54,54,-0.67,6,4,0,0,1,0,0.07,-0.12
13.924999,50,50,-0.69,6,4,0,0,1,0,0.07,0.05
13.93,51,51,-0.68,6,6,0,0,1,0,0.07,-0.04
13.934999,51,51,-0.82,6,6,0,0,1,0,0.08,0.3
13.940001,58,58,-0.84,4,6,0,0,1,0,0.08,0.03
13.945,62,62,-0.94,4,6,0,0,1,0,0.09,0.2
13.950001,67,67,-0.98,4,6,0,0,1,0,0.1,0.08
13.955,72,72,-1.11,4,6,0,0,1,0,0.11,0.26
13.959999,78,78,-1.21,6,4,0,0,1,0,0.12,0.21
13.965,87,87,-1.39,6,4,0,0,1,0,0.14,0.35
13.969999,97,97,-1.63,4,6,0,0,1,0,0.16,0.48
13.975,107,107,-1.83,4,6,0,0,1,0,0.18,0.41
13.98,125,125,-1.87,4,4,0,0,1,0,0.19,0.07
13.985001,135,135,-1.98,4,4,0,0,1,0,0.2,0.23
